"game_id","nickname","score","rating"
15094,"BetterBot",336,2007
15096,"spark1",325,1611
15096,"STEEBot",404,1893
15100,"HastyBot",559,2210
15100,"daddyfiyin",406,2075
15103,"Possibilites",504,1882
15103,"HastyBot",382,2256
15104,"Kovert",513,1782
15104,"BetterBot",270,1637
15106,"BetterBot",351,1950
15106,"MAKTABMAHMUDBLG",333,1740
15111,"HastyBot",415,2119
15111,"UMIAQ",462,2074
15112,"HastyBot",414,2055
15112,"royster",334,1759
15113,"BetterBot",428,1791
15113,"Galion",451,1596
15114,"Matt_86",408,1957
15114,"HastyBot",433,2251
15116,"STEEBot",433,2204
15116,"gerald0506",344,2040
15117,"HastyBot",386,2031
15117,"jaundiced",447,1892
15119,"pandorable",364,1640
15119,"BetterBot",278,1882
15120,"Wildgarlic",351,1720
15120,"STEEBot",337,1872
15121,"HastyBot",553,2026
15121,"Vishy56789",312,1765
15122,"Matt_86",391,1947
15122,"BetterBot",370,2047
15124,"Glilac",285,2023
15124,"STEEBot",520,2114
15126,"BB-8",327,1500
15126,"HastyBot",360,1640
15127,"saint",471,1890
15127,"STEEBot",333,1869
15128,"kfraley",442,1807
15128,"STEEBot",370,1857
15129,"STEEBot",507,2067
15129,"Sopejohn",360,1834
15131,"sstastic",478,1772
15131,"STEEBot",413,2141
15134,"STEEBot",395,1827
15134,"runnerguy",460,1748
15135,"STEEBot",348,2045
15135,"Yracivc",493,2173
15136,"BetterBot",432,2023
15136,"HaziqahR",218,1460
15137,"Matt_86",321,1955
15137,"HastyBot",543,2134
15140,"HastyBot",450,1615
15140,"BB-8",345,1500
15141,"HastyBot",369,1649
15141,"BB-8",412,1500
15142,"Scrabbler17",393,1821
15142,"BetterBot",437,1945
15147,"BetterBot",348,1985
15147,"Torquayfan2303",401,2041
15150,"STEEBot",454,1884
15150,"mmmmice",367,1824
15151,"Xerxes",469,1874
15151,"BetterBot",356,2085
15152,"Onwords",485,1745
15152,"BetterBot",369,1680
15153,"BetterBot",424,1989
15153,"arunwoogles",317,1549
15154,"YunShiRen",239,1762
15154,"HastyBot",644,2339
15155,"ruby43",377,1590
15155,"BetterBot",401,1697
15156,"BetterBot",388,1932
15156,"Knight2014",420,1783
15157,"STEEBot",456,2181
15157,"orlyns",305,2071
15159,"BetterBot",423,1995
15159,"Zynx",386,1867
15161,"HastyBot",396,1640
15161,"BB-8",366,1500
15162,"HastyBot",277,1640
15162,"BB-8",429,1500
15163,"HastyBot",434,2224
15163,"Manop",476,1900
15164,"HastyBot",452,2084
15164,"odngkr",414,2033
15167,"HastyBot",567,2136
15167,"joelimus",425,1990
15168,"STEEBot",268,1897
15168,"pisces223",381,1622
15171,"BetterBot",452,1958
15171,"Xerxes",396,1936
15172,"HastyBot",466,2051
15172,"sungoer",402,1869
15173,"Tazz",373,1703
15173,"STEEBot",482,2059
15174,"stevy",471,1500
15174,"STEEBot",429,1888
15175,"TrentonTron",403,1847
15175,"HastyBot",507,1956
15177,"UcheVictor",352,1955
15177,"STEEBot",486,2083
15178,"auricle",315,1796
15178,"HastyBot",459,2044
15179,"BillooBhai_Pak",354,2029
15179,"STEEBot",477,2111
15180,"STEEBot",480,2095
15180,"MasterYeri",346,1937
15181,"Trayz",334,2001
15181,"STEEBot",496,2175
15182,"Rexington",414,2054
15182,"STEEBot",447,2101
15183,"BetterBot",344,1958
15183,"HAYDEN",292,1395
15184,"BB-8",410,1500
15184,"HastyBot",353,1664
15186,"gameatiruth",432,2114
15186,"HastyBot",543,2189
15187,"breacher",312,1752
15187,"STEEBot",440,2136
15188,"BB-8",362,1500
15188,"HastyBot",344,1640
15190,"pisces223",520,1630
15190,"STEEBot",366,1903
15191,"plunder1",411,1559
15191,"STEEBot",319,1918
15192,"Cromwell8",370,1936
15192,"BetterBot",392,1993
15193,"BetterBot",453,1996
15193,"Laju",302,1808
15194,"STEEBot",527,1869
15194,"ooo999999",418,1388
15195,"BetterBot",307,1692
15195,"Kovert",411,1798
15196,"BetterBot",403,1710
15196,"Kovert",453,1754
15197,"BB-8",414,1500
15197,"HastyBot",376,1614
15198,"BetterBot",366,1686
15198,"ruby43",370,1626
15199,"HastyBot",368,1614
15199,"BB-8",384,1500
15200,"Rexington",406,1978
15200,"STEEBot",373,2117
15204,"HastyBot",407,1664
15204,"BB-8",445,1500
15205,"RKS",405,1690
15205,"STEEBot",488,2135
15206,"jasonkb",307,1702
15206,"HastyBot",662,2204
15207,"BetterBot",338,1738
15207,"kar2008",434,1767
15210,"busker221",493,2025
15210,"HastyBot",456,2171
15211,"Puttapong",504,2081
15211,"HastyBot",369,2278
15212,"HastyBot",421,2263
15212,"wagyus",409,2045
15213,"talulah",411,1579
15213,"STEEBot",363,1896
15214,"BetterBot",259,1725
15214,"ruby43",373,1552
15216,"HastyBot",577,2339
15216,"edenchoo",243,2049
15217,"Matt_86",304,1987
15217,"BetterBot",442,1969
15218,"BB-8",368,1500
15218,"HastyBot",367,1664
15220,"BetterBot",417,1852
15220,"pandorable",352,1694
15221,"BethMix",352,1536
15221,"STEEBot",455,1868
15222,"BetterBot",388,1820
15222,"pandorable",357,1695
15223,"Zynx",340,1806
15223,"BetterBot",408,2034
15224,"pandorable",399,1571
15224,"BetterBot",401,1894
15225,"Edemaro",359,1822
15225,"HastyBot",539,2262
15226,"Cromwell8",403,1940
15226,"BetterBot",367,2018
15227,"BetterBot",297,1755
15227,"Bingobabe",473,1456
15228,"STEEBot",420,2060
15228,"KoalaJ",439,2175
15229,"STEEBot",425,1901
15229,"SirFink",359,1420
15231,"BetterBot",359,1620
15231,"Kovert",391,1761
15232,"DoubleJay",387,1618
15232,"STEEBot",375,1859
15233,"Wayn",400,2007
15233,"HastyBot",380,2190
15235,"Laju",354,1806
15235,"BetterBot",471,1951
15237,"BetterBot",323,2034
15237,"Laju",384,1819
15240,"Goldenlamb",309,1992
15240,"STEEBot",473,2139
15241,"STEEBot",441,2117
15241,"MSHS-21KADMUSLEE",467,1848
15242,"STEEBot",372,2043
15242,"proton2020",479,1979
15243,"pandorable",367,1645
15243,"BetterBot",422,1843
15245,"MSHS-21KADMUSLEE",415,1791
15245,"STEEBot",352,2120
15246,"rameez",288,1557
15246,"HastyBot",403,1988
15247,"BetterBot",274,1621
15247,"Kovert",529,1791
15249,"BetterBot",417,1919
15249,"Crookshanks",373,1972
15250,"Avyze",409,2101
15250,"STEEBot",420,2074
15251,"ZeMing",369,1979
15251,"STEEBot",496,2162
15252,"talulah",241,1621
15252,"STEEBot",472,1872
15254,"Banman1",340,1647
15254,"STEEBot",393,1889
15256,"HastyBot",395,1640
15256,"BB-8",391,1500
15257,"HastyBot",429,2270
15257,"joelimus",359,1933
15258,"akiff_faleel",422,2079
15258,"BetterBot",386,1957
15259,"TrentonTron",434,1862
15259,"HastyBot",452,1945
15260,"BB-8",242,1500
15260,"HastyBot",510,1614
15261,"STEEBot",450,2156
15261,"GNIK",423,2085
15263,"KoalaJ",378,2090
15263,"STEEBot",460,2101
15264,"BB-8",458,1500
15264,"HastyBot",332,1640
15268,"Xerxes",290,1786
15268,"BetterBot",635,2045
15270,"STEEBot",394,2103
15270,"Yracivc",414,2168
15271,"BetterBot",324,1739
15271,"Galena",320,1516
15274,"Zynx",377,1923
15274,"BetterBot",385,1940
15276,"Olympicnaija",244,1854
15276,"STEEBot",527,2032
15277,"BetterBot",364,1620
15277,"oranggua",299,1515
15278,"Stanley",351,2136
15278,"HastyBot",448,2200
15279,"STEEBot",470,2186
15279,"Hetman",403,1949
15281,"STEEBot",512,2195
15281,"Goldenlamb",439,2036
15282,"STEEBot",308,1926
15282,"Kakapo",482,1877
15283,"STEEBot",397,1811
15283,"jaundiced",445,1767
15286,"Sopejohn",426,1823
15286,"STEEBot",466,2106
15287,"STEEBot",405,2100
15287,"Trayz",348,1956
15288,"BetterBot",297,1866
15288,"HivinD",472,2025
15289,"STEEBot",408,1850
15289,"deathstar",415,1645
15290,"STEEBot",509,2082
15290,"sstastic",359,1772
15291,"BetterBot",387,1999
15291,"Xerxes",326,1893
15292,"BB-8",376,1500
15292,"HastyBot",433,1664
15295,"ccm",376,1671
15295,"HastyBot",411,2016
15296,"STEEBot",446,1891
15296,"Anita",348,1543
15297,"STEEBot",392,2103
15297,"Xcalibur",459,2047
15299,"FuriousTiles",502,1787
15299,"BetterBot",367,1690
15300,"halidom21",390,2197
15300,"BetterBot",405,1887
15301,"HastyBot",396,2032
15301,"afeicher",302,1392
15302,"STEEBot",432,2112
15302,"Trayz",452,1947
15303,"MankDemes",395,1500
15303,"BetterBot",369,1970
15304,"katrushka",332,1599
15304,"BetterBot",340,1671
15305,"STEEBot",473,2126
15305,"proton2020",355,1979
15307,"AASM16",551,1936
15307,"BetterBot",242,2012
15308,"HastyBot",312,1664
15308,"BB-8",499,1500
15309,"BetterBot",423,1973
15309,"Glilac",431,2112
15310,"SMD08C",494,1856
15310,"HastyBot",344,2053
15311,"Rlowengrub",300,1253
15311,"HastyBot",408,2036
15313,"STEEBot",490,2028
15313,"Camelngz",363,1863
15314,"STEEBot",423,1886
15314,"SirFink",358,1420
15315,"Cromwell8",366,1914
15315,"BetterBot",364,2080
15316,"Goldenlamb",351,2128
15316,"STEEBot",450,2218
15317,"STEEBot",476,1860
15317,"Anita",431,1604
15319,"talulah",380,1579
15319,"STEEBot",466,1840
15320,"HastyBot",376,2014
15320,"tarkovsky7",379,1930
15321,"HastyBot",491,2043
15321,"joelimus",447,2082
15323,"bbharath",416,1824
15323,"BetterBot",359,1911
15324,"STEEBot",470,2146
15324,"MSHS-21KADMUSLEE",381,1798
15326,"Tazz",335,1697
15326,"STEEBot",422,2104
15327,"BetterBot",393,1736
15327,"jaundiced",345,1741
15328,"BetterBot",368,1969
15328,"rasnz",306,1749
15329,"STEEBot",360,2043
15329,"gerald0506",394,2043
15332,"BetterBot",327,1961
15332,"BeautifulWaste",366,1808
15333,"Kathleen3",421,2027
15333,"BetterBot",376,1921
15334,"jesusbeloved",431,2024
15334,"HastyBot",426,2349
15335,"BB-8",391,1500
15335,"HastyBot",419,1640
15338,"HastyBot",542,2221
15338,"supriya",356,2003
15339,"DJosh",249,2038
15339,"BetterBot",372,1948
15340,"HastyBot",386,1664
15340,"BB-8",330,1500
15342,"STEEBot",450,1823
15342,"pisces223",368,1566
15343,"STEEBot",374,2098
15343,"KoalaJ",609,2072
15345,"Rexington",406,2029
15345,"STEEBot",477,2000
15347,"Nurfasha",121,1250
15347,"HastyBot",582,2284
15349,"HastyBot",432,2266
15349,"mytbear",441,2062
15350,"STEEBot",404,2148
15350,"rak1507",469,2061
15351,"Logank",293,1453
15351,"BetterBot",408,2015
15352,"TrentonTron",467,1908
15352,"HastyBot",377,1959
15353,"HastyBot",361,1640
15353,"BB-8",353,1500
15354,"Torquayfan2303",363,2042
15354,"BetterBot",432,2007
15356,"BB-8",477,1500
15356,"HastyBot",387,1664
15359,"STEEBot",407,1906
15359,"plunder1",383,1581
15360,"DonkeyYote",324,1801
15360,"HastyBot",429,2004
15361,"Kii",368,1880
15361,"STEEBot",437,2135
15362,"akiff_faleel",357,2099
15362,"BetterBot",359,1935
15363,"STEEBot",428,2158
15363,"MYJTehx",293,1896
15364,"Leo",378,1749
15364,"STEEBot",376,1761
15365,"HastyBot",511,2265
15365,"frz",388,2100
15366,"SGP",292,1500
15366,"BetterBot",278,1939
15367,"MarieDee",437,2003
15367,"BetterBot",440,2005
15368,"BB-8",392,1500
15368,"HastyBot",399,1664
15371,"Goldenlamb",433,2057
15371,"STEEBot",417,2150
15373,"HastyBot",457,2178
15373,"thraoph",400,1969
15374,"BetterBot",314,1698
15374,"stevy",441,1500
15375,"bbharath",507,1857
15375,"STEEBot",324,2074
15377,"Kathleen3",383,1985
15377,"BetterBot",335,1959
15378,"BB-8",332,1500
15378,"HastyBot",318,1640
15379,"STEEBot",404,2140
15379,"HivinD",529,2103
15381,"HastyBot",356,1664
15381,"BB-8",334,1500
15383,"HastyBot",370,2218
15383,"darrenkhoo",380,2074
15384,"STEEBot",632,1887
15384,"BethMix",274,1498
15385,"STEEBot",434,1898
15385,"jaundiced",432,1870
15386,"BetterBot",414,1699
15386,"BethMix",293,1519
15387,"STEEBot",425,1868
15387,"Willeford",350,1805
15388,"gerald0506",498,2022
15388,"STEEBot",365,2129
15390,"HastyBot",425,2234
15390,"peter3000",411,2120
15391,"vannandonly",431,2128
15391,"HastyBot",448,2262
15394,"Kiyo",364,1450
15394,"BetterBot",362,2045
15395,"HastyBot",344,1615
15395,"BB-8",389,1500
15397,"STEEBot",500,2103
15397,"Goldenlamb",354,2022
15398,"STEEBot",368,2135
15398,"Camelngz",383,1920
15399,"Anita",314,1645
15399,"BetterBot",380,1715
15401,"HastyBot",534,2220
15401,"zem",401,1875
15402,"STEEBot",393,1810
15402,"pisces223",425,1610
15403,"STEEBot",486,2144
15403,"Olympicnaija",379,1949
15405,"STEEBot",427,2161
15405,"Hetman",328,1891
15406,"BetterBot",440,1999
15406,"IlmanHaziq",296,1721
15408,"Mimix",466,1767
15408,"BetterBot",281,1992
15409,"STEEBot",454,1912
15409,"talulah",322,1579
15412,"Raash",378,1944
15412,"HastyBot",494,2239
15413,"STEEBot",385,2132
15413,"atay8",426,2124
15414,"Indominus",465,2177
15414,"HastyBot",410,2297
15415,"HastyBot",597,2298
15415,"noahslat",415,1887
15417,"BetterBot",312,1940
15417,"Juma",302,1624
15418,"BetterBot",398,2062
15418,"AASM16",431,1936
15419,"STEEBot",585,2107
15419,"HivinD",406,2095
15421,"vinylchances",466,1896
15421,"HastyBot",441,2201
15422,"BetterBot",522,1992
15422,"Raihan",242,1767
15423,"KoalaJ",545,2133
15423,"STEEBot",380,2155
15424,"BetterBot",419,1945
15424,"Laju",337,1802
15425,"Torquayfan2303",256,2052
15425,"BetterBot",363,2012
15427,"HastyBot",334,1614
15427,"BB-8",450,1500
15428,"Hercules",361,1842
15428,"STEEBot",424,1832
15430,"sungoer",346,1890
15430,"HastyBot",463,1948
15431,"BetterBot",395,1995
15431,"Laju",353,1798
15433,"paperandglue",295,1578
15433,"BetterBot",372,1747
15434,"tsardom",279,1755
15434,"BetterBot",508,1735
15435,"STEEBot",478,2129
15435,"HivinD",478,2075
15436,"pandorable",318,1681
15436,"BetterBot",313,1737
15437,"pandorable",377,1627
15437,"BetterBot",381,1916
15438,"BB-8",450,1500
15438,"HastyBot",372,1664
15440,"STEEBot",353,1827
15440,"dystopianist",388,1808
15444,"STEEBot",408,2169
15444,"Munyama",266,1731
15445,"STEEBot",428,2154
15445,"UcheVictor",439,1948
15446,"BetterBot",331,1819
15446,"magic29",420,1852
15447,"HastyBot",501,2233
15447,"auricle",379,1965
15448,"HivinD",415,2060
15448,"STEEBot",374,2145
15449,"BetterBot",386,1993
15449,"AASM16",254,1936
15450,"HastyBot",402,2153
15450,"Stanley",457,2152
15451,"noahslat",444,1887
15451,"HastyBot",458,2302
15453,"BetterBot",369,1680
15453,"Anita",338,1579
15454,"BethMix",329,1596
15454,"HastyBot",399,2018
15458,"PENapasa",365,1839
15458,"BetterBot",366,1995
15461,"HaziqahR",236,1460
15461,"BetterBot",438,2001
15462,"TheGidfather",401,1501
15462,"BetterBot",297,1664
15463,"STEEBot",373,1816
15463,"Hercules",418,1887
15464,"BetterBot",377,1907
15464,"Mimix",371,1746
15465,"HastyBot",494,2242
15465,"gameatiruth",434,2126
15467,"BethMix",294,1550
15467,"STEEBot",496,1781
15468,"STEEBot",355,1875
15468,"Leo",397,1703
15470,"BetterBot",367,1953
15470,"MarieDee",392,2083
15471,"Sopejohn",248,1833
15471,"STEEBot",433,2200
15472,"BetterBot",378,1988
15472,"MarieDee",388,2096
15474,"sidnit",287,1579
15474,"STEEBot",534,2021
15475,"BetterBot",339,2000
15475,"Kathleen3",498,2013
15476,"STEEBot",273,1819
15476,"jaundiced",316,1835
15477,"peter3000",456,2117
15477,"HastyBot",333,2222
15478,"patricck",360,2168
15478,"BetterBot",299,1989
15480,"BetterBot",346,1981
15480,"tramper",447,2094
15481,"Kathleen3",389,1952
15481,"BetterBot",375,1995
15482,"gerald0506",361,2023
15482,"BetterBot",400,1979
15483,"pandorable",358,1664
15483,"BetterBot",427,1860
15484,"BB-8",422,1500
15484,"HastyBot",308,1614
15485,"BetterBot",464,2051
15485,"BillooBhai_Pak",324,1989
15486,"HastyBot",430,1664
15486,"BB-8",350,1500
15487,"HastyBot",378,2008
15487,"iamnotbill",425,1837
15488,"STEEBot",331,1813
15488,"Mollygardner",500,1495
15490,"HastyBot",331,1635
15490,"BB-8",338,1500
15491,"noahslat",444,1887
15491,"HastyBot",454,2242
15492,"Xerxes",331,1866
15492,"BetterBot",471,2041
15493,"HastyBot",392,1615
15493,"BB-8",348,1500
15494,"HastyBot",433,1934
15494,"SMD08C",445,1827
15495,"BeautifulWaste",341,1822
15495,"BetterBot",305,1953
15497,"sbush",390,1821
15497,"STEEBot",391,1893
15498,"STEEBot",487,2169
15498,"bbharath",236,1913
15499,"ArthurB",326,1520
15499,"BetterBot",430,1701
15500,"randyhersom",434,1859
15500,"BetterBot",403,1732
15501,"Ibrahim28",309,1610
15501,"BetterBot",320,2036
15502,"MarieDee",436,2076
15502,"BetterBot",360,1939
15503,"meetsumeet",315,1885
15503,"STEEBot",474,2069
15504,"HastyBot",459,2249
15504,"Marlon",477,2113
15505,"STEEBot",454,1908
15505,"stevy",323,1500
15506,"BetterBot",397,2028
15506,"Kayhueen",296,1996
15507,"HastyBot",412,1649
15507,"BB-8",311,1500
15508,"BetterBot",382,2014
15508,"Kathleen3",448,1974
15511,"HastyBot",483,2014
15511,"sbush",358,1814
15513,"BB-8",321,1500
15513,"HastyBot",356,1614
15514,"HastyBot",309,1635
15514,"BB-8",374,1500
15515,"HJFan",282,1683
15515,"HastyBot",500,2003
15517,"Goldenlamb",463,1987
15517,"STEEBot",400,2070
15519,"HastyBot",398,2229
15519,"HashamHadi",437,2114
15521,"Goldenlamb",455,2135
15521,"STEEBot",435,2122
15522,"HastyBot",322,1640
15522,"BB-8",427,1500
15523,"HastyBot",514,2236
15523,"vannandonly",439,2154
15524,"HastyBot",576,2273
15524,"supriya",368,1999
15530,"gameatiruth",429,2058
15530,"HastyBot",466,2243
15532,"Norse",472,1764
15532,"STEEBot",367,1931
15534,"Olympicnaija",360,1928
15534,"STEEBot",464,2141
15535,"snorkl",400,1940
15535,"STEEBot",450,2104
15537,"Banman1",361,1633
15537,"STEEBot",495,1862
15538,"MarieDee",333,1996
15538,"BetterBot",447,1991
15540,"BB-8",334,1500
15540,"HastyBot",368,1640
15541,"Anita",237,1641
15541,"STEEBot",489,1842
15542,"Limo",298,1749
15542,"HastyBot",558,2182
15543,"BB-8",374,1500
15543,"HastyBot",493,1640
15544,"SQUID",322,1691
15544,"BetterBot",440,1972
15546,"Goldenlamb",461,2009
15546,"STEEBot",387,2080
15547,"BetterBot",480,1910
15547,"Zynx",363,1941
15548,"Banman1",375,1622
15548,"STEEBot",390,1860
15549,"BetterBot",518,1836
15549,"HivinD",571,1967
15550,"NoelL",362,1992
15550,"HastyBot",418,2255
15551,"noahslat",401,1887
15551,"HastyBot",370,2298
15552,"Mahasshrie",142,1422
15552,"BetterBot",538,1965
15553,"BetterBot",540,1730
15553,"kar2008",320,1776
15555,"STEEBot",396,2131
15555,"Rexington",431,1988
15556,"HastyBot",429,1614
15556,"BB-8",359,1500
15557,"STEEBot",365,2114
15557,"BeanzCyclones",465,2018
15558,"A_layered_OG",539,1937
15558,"HastyBot",410,2215
15559,"pandorable",391,1614
15559,"BetterBot",319,1919
15560,"ji1222",338,1712
15560,"HastyBot",630,2230
15561,"Goldenlamb",474,2147
15561,"STEEBot",343,2093
15564,"BetterBot",385,1951
15564,"SQUID",335,1723
15565,"Nishtar",503,2087
15565,"STEEBot",377,2131
15567,"joelimus",398,1923
15567,"HastyBot",453,2236
15569,"STEEBot",478,2175
15569,"Lola",357,1880
15570,"STEEBot",393,2102
15570,"KoalaJ",387,2108
15571,"STEEBot",415,1824
15571,"jaundiced",479,1829
15573,"STEEBot",409,2077
15573,"NatthanonL",408,2015
15575,"HastyBot",460,2032
15575,"whatnoloan",370,1957
15576,"STEEBot",512,1830
15576,"talulah",312,1625
15577,"rodchris71",386,1705
15577,"BetterBot",350,1989
15578,"kar2008",438,1883
15578,"BetterBot",405,1668
15580,"The_Master",309,1916
15580,"BetterBot",481,1952
15582,"pandorable",349,1737
15582,"BetterBot",304,1862
15583,"snorkl",447,1888
15583,"STEEBot",428,2086
15584,"HastyBot",404,1614
15584,"BB-8",351,1500
15586,"Trayz",333,1982
15586,"STEEBot",403,2111
15590,"STEEBot",458,1886
15590,"Anita",414,1611
15591,"BetterBot",578,2030
15591,"Laju",260,1819
15592,"Toronto2",327,1437
15592,"BetterBot",445,1716
15593,"aphasiac",405,2081
15593,"HastyBot",529,2214
15596,"Brianm",430,1999
15596,"STEEBot",382,2180
15597,"royster",394,1760
15597,"HastyBot",493,1964
15598,"STEEBot",322,1869
15598,"FuriousTiles",457,1818
15600,"BetterBot",393,1882
15600,"kenting",380,1984
15601,"rak1507",331,2023
15601,"STEEBot",431,2154
15602,"Kaumadee",314,1779
15602,"BetterBot",387,1931
15604,"BetterBot",398,2008
15604,"Crookshanks",422,1969
15605,"BetterBot",424,1960
15605,"Ibrahim28",304,1464
15606,"proton2020",524,1979
15606,"STEEBot",363,2120
15607,"BetterBot",417,1967
15607,"Crookshanks",295,1985
15609,"BB-8",383,1500
15609,"HastyBot",381,1640
15611,"wagyus",353,1981
15611,"STEEBot",444,2102
15612,"STEEBot",551,2144
15612,"JB_SJKCFY1",194,1901
15613,"jodel",398,2072
15613,"BetterBot",336,2054
15614,"BetterBot",362,2001
15614,"yiyang05",475,1885
15616,"pandorable",336,1652
15616,"BetterBot",355,1763
15617,"Banman1",420,1623
15617,"STEEBot",408,1838
15622,"saracen256",427,1835
15622,"HastyBot",524,2285
15624,"STEEBot",363,1849
15624,"stevy",496,1500
15625,"TT9000",308,1500
15625,"BetterBot",474,1680
15626,"STEEBot",324,2171
15626,"jellyfish",454,2091
15627,"ccm",393,1696
15627,"HastyBot",508,1972
15628,"Uzams",238,1805
15628,"STEEBot",588,2103
15630,"HastyBot",469,2282
15630,"Matt_86",303,1962
15634,"pandorable",371,1644
15634,"BetterBot",413,1879
15635,"BB-8",421,1500
15635,"HastyBot",333,1664
15636,"BetterBot",372,2052
15636,"Afifahnidaulhaq",228,1769
15637,"Cromwell8",385,1978
15637,"BetterBot",410,1994
15638,"HivinD",515,2101
15638,"STEEBot",408,2181
15639,"pandorable",376,1728
15639,"BetterBot",375,1871
15640,"jaundiced",414,1833
15640,"STEEBot",375,1818
15641,"cccc",415,1666
15641,"BetterBot",342,1672
15642,"MSHS-21KADMUSLEE",337,1867
15642,"STEEBot",438,2183
15643,"HastyBot",307,1614
15643,"BB-8",453,1500
15645,"TT9000",375,1500
15645,"BetterBot",402,1682
15646,"Bingobabe",489,1530
15646,"BetterBot",385,1675
15647,"BB-8",294,1500
15647,"HastyBot",409,1615
15648,"MiyasiPremaratne5H",217,1599
15648,"BetterBot",517,2021
15649,"STEEBot",357,2043
15649,"Glilac",378,2037
15650,"STEEBot",433,2060
15650,"Yracivc",399,2160
15651,"Glilac",517,2091
15651,"STEEBot",362,2205
15652,"Edemaro",264,1866
15652,"HastyBot",417,2272
15653,"chloe",382,1862
15653,"HastyBot",493,1960
15654,"HastyBot",456,1664
15654,"BB-8",361,1500
15655,"BetterBot",504,2011
15655,"Ibrahim28",240,1610
15657,"jivan21",270,1619
15657,"BetterBot",439,1982
15659,"Olympicnaija",377,1994
15659,"STEEBot",513,2079
15660,"HastyBot",418,1640
15660,"BB-8",361,1500
15661,"NoelL",380,1965
15661,"HastyBot",469,2275
15663,"BetterBot",401,2030
15663,"Aresea",350,1500
15664,"v123",109,1255
15664,"BetterBot",505,1935
15665,"STEEBot",482,2186
15665,"Omoyedivine",254,2059
15666,"STEEBot",440,2103
15666,"Glilac",416,2053
15669,"BetterBot",332,1736
15669,"frs",448,1736
15670,"BetterBot",303,1960
15670,"Kathleen3",390,1927
15671,"Bingobabe",405,1502
15671,"BetterBot",322,1661
15672,"NatthanonL",389,2048
15672,"STEEBot",408,2113
15673,"BB-8",435,1500
15673,"HastyBot",370,1614
15674,"noahslat",422,1865
15674,"HastyBot",467,2196
15675,"BB-8",380,1500
15675,"HastyBot",321,1640
15676,"BetterBot",379,1983
15676,"MarieDee",403,2027
15678,"BetterBot",332,1980
15678,"davidavid",439,1810
15679,"BetterBot",382,1672
15679,"Toronto2",380,1517
15680,"Kaumadee",399,1816
15680,"BetterBot",426,2016
15682,"BB-8",355,1500
15682,"HastyBot",455,1640
15683,"STEEBot",368,2072
15683,"Rexington",372,2081
15684,"HastyBot",492,2269
15684,"WELCOME",505,2119
15685,"BB-8",433,1500
15685,"HastyBot",345,1649
15686,"chloe",426,1838
15686,"HastyBot",429,1973
15688,"STEEBot",529,2114
15688,"DorcasA",370,1639
15689,"phavour",390,1869
15689,"BetterBot",360,1906
15690,"STEEBot",455,2134
15690,"orlyns",369,1992
15691,"NurdiniDelisha",266,2029
15691,"BetterBot",509,1945
15693,"BB-8",506,1500
15693,"HastyBot",353,1614
15694,"BetterBot",272,2013
15694,"deflate2",447,2266
15695,"STEEBot",444,1887
15695,"deathstar",351,1675
15696,"rak1507",436,2094
15696,"HastyBot",622,2214
15697,"jason141414",464,1952
15697,"HastyBot",554,2145
15698,"HastyBot",503,1995
15698,"thisguy",383,1856
15699,"saint",401,1930
15699,"STEEBot",389,1877
15701,"HastyBot",446,2236
15701,"Paroo",407,1537
15703,"squashy",402,2018
15703,"BetterBot",349,2027
15705,"Gtowngrad",334,1408
15705,"BetterBot",401,1576
15706,"STEEBot",425,2174
15706,"Kesavan",421,1886
15708,"Tazz",220,1668
15708,"STEEBot",404,2145
15709,"STEEBot",429,1856
15709,"stevy",319,1500
15712,"Rexington",562,1992
15712,"STEEBot",393,2174
15715,"NishanyaGammanpila",329,1840
15715,"BetterBot",377,2039
15717,"STEEBot",363,2155
15717,"Matt_86",435,1933
15718,"BetterBot",310,1610
15718,"ruby43",454,1599
15720,"BetterBot",402,1686
15720,"Kovert",373,1647
15723,"snorkl",405,1905
15723,"STEEBot",471,2060
15724,"STEEBot",427,2090
15724,"ahmadthegreat",361,1989
15725,"HastyBot",462,2208
15725,"Marlon",465,2130
15728,"BetterBot",431,1731
15728,"Bingobabe",326,1520
15729,"BB-8",323,1500
15729,"HastyBot",412,1640
15730,"Laju",337,1801
15730,"BetterBot",375,1950
15731,"jabulou",160,1680
15731,"HastyBot",612,2205
15733,"clinton",516,2141
15733,"HastyBot",396,2217
15735,"HastyBot",487,1992
15735,"tarkovsky7",337,1887
15737,"rak1507",284,2089
15737,"STEEBot",453,2137
15738,"HastyBot",488,1614
15738,"BB-8",298,1500
15739,"BetterBot",359,2013
15739,"frz",390,2120
15742,"HastyBot",430,2242
15742,"NimuthuWitharana",508,2097
15745,"HastyBot",571,2231
15745,"FarlinaJames06",116,1169
15746,"NoelL",460,2066
15746,"HastyBot",460,2219
15747,"SMKSINAJWA",226,1577
15747,"BetterBot",519,1992
15748,"twjiayu",323,1554
15748,"HastyBot",521,2310
15753,"Goldenlamb",403,2013
15753,"STEEBot",426,2158
15754,"magic29",411,1966
15754,"BetterBot",319,2026
15755,"plunder1",351,1564
15755,"STEEBot",433,1914
15756,"BetterBot",476,1695
15756,"ruby43",293,1599
15757,"BetterBot",360,1997
15757,"monica101",330,1856
15758,"BetterBot",362,2047
15758,"patricck",440,2225
15759,"STEEBot",513,1779
15759,"jaundiced",434,1850
15760,"STEEBot",310,2130
15760,"Tazz",250,1657
15762,"MSHS-21KADMUSLEE",348,1875
